Id,Manufacturer,Model,Transmission,Color,Miles_Driven,Year_Produced,Engine_Type,Engine_Cap,Category,Price($)
8338,Mitsubishi,Carisma,mechanical,red,376393,1998,gasoline,1.6,hatchback,1800
8340,Mitsubishi,Colt,mechanical,white,370000,1998,gasoline,1.3,hatchback,1600
8341,Mitsubishi,Montero,automatic,grey,198000,2000,gasoline,3.5,suv,6100
8360,Mitsubishi,Pajero,automatic,silver,185000,2007,gasoline,3,suv,11300
8361,Mitsubishi,Colt,mechanical,silver,435800,1997,gasoline,1.3,hatchback,1900
8362,Mitsubishi,Grandis,automatic,black,279000,2005,gasoline,2.4,minivan,7200
8363,Mitsubishi,Carisma,mechanical,green,316000,1996,gasoline,1.6,sedan,2000
8364,Mitsubishi,Carisma,mechanical,blue,170000,2003,gasoline,1.8,hatchback,3150
8366,Mitsubishi,Space Star,mechanical,silver,256000,2001,gasoline,1.6,hatchback,2900
8368,Mitsubishi,Galant,mechanical,blue,345000,1993,gasoline,2,liftback,900
8369,Mitsubishi,Pajero,mechanical,green,300000,1995,diesel,2.8,suv,5000
8370,Mitsubishi,Eclipse,mechanical,black,250000,1998,gasoline,2,coupe,1500
8371,Mitsubishi,Outlander,automatic,black,113000,2012,gasoline,2,suv,12300
8372,Mitsubishi,Carisma,mechanical,silver,436500,1996,gasoline,1.6,hatchback,1100
8373,Mitsubishi,Montero,automatic,black,202000,2002,gasoline,3.5,suv,7950
8375,Mitsubishi,3000GT,mechanical,black,30000,1992,gasoline,3.5,coupe,9500
8376,Mitsubishi,Eclipse,mechanical,red,170000,2001,gasoline,2.4,coupe,2500
8378,Mitsubishi,Lancer,automatic,black,245000,2008,gasoline,2,sedan,6500
8379,Mitsubishi,Galant,automatic,other,193121,2002,gasoline,2.4,sedan,1999
8380,Mitsubishi,Pajero,automatic,silver,324000,2002,diesel,3.2,suv,6500
8382,Mitsubishi,Galant,mechanical,other,420000,1988,diesel,1.8,sedan,400
8383,Mitsubishi,Space Star,mechanical,white,55000,2016,gasoline,1,hatchback,6777
8385,Mitsubishi,Lancer,mechanical,black,206000,2008,gasoline,1.8,sedan,6500
8387,Mitsubishi,L200,automatic,blue,247000,2007,diesel,2.5,suv,12000
8391,Mitsubishi,Lancer,automatic,blue,170000,2007,gasoline,2,sedan,6000
8402,Mitsubishi,Outlander,automatic,white,79225,2016,gasoline,3,suv,26000
8405,Mitsubishi,Galant,automatic,black,380000,2004,gasoline,2.4,sedan,3200
8410,Mitsubishi,Pajero Sport,automatic,grey,200000,2000,gasoline,3,suv,4500
8424,Mitsubishi,Colt,mechanical,white,300000,1994,gasoline,1.3,hatchback,899
8425,Mitsubishi,Carisma,mechanical,grey,368000,2003,gasoline,1.6,sedan,1700
8426,Mitsubishi,Lancer,mechanical,other,190000,2007,gasoline,1.5,sedan,6000
8427,Mitsubishi,Eclipse,mechanical,orange,158736,2006,gasoline,2.4,coupe,6650
8446,Mitsubishi,Lancer,mechanical,green,486000,1997,gasoline,1.6,universal,650
8447,Mitsubishi,Montero,automatic,blue,467,2000,gasoline,3,suv,5700
8450,Mitsubishi,Space Star,mechanical,red,290000,1999,gasoline,1.8,minivan,2450
8451,Mitsubishi,Pajero Sport,mechanical,grey,296000,2003,diesel,2.5,suv,7950
8454,Mitsubishi,Eclipse,mechanical,red,375000,1993,gasoline,2,coupe,1000
8456,Mitsubishi,Pajero,mechanical,blue,330000,1998,diesel,2.8,suv,5500
8458,Mitsubishi,Lancer,mechanical,silver,220000,1999,gasoline,1.3,liftback,1280.47
8459,Mitsubishi,Lancer,automatic,grey,216000,2008,gasoline,1.8,sedan,5950
8461,Mitsubishi,Galant,automatic,red,300000,1997,gasoline,2,sedan,1400
8462,Mitsubishi,Space Wagon,mechanical,silver,340000,1999,gasoline,2.4,minivan,1900
8463,Mitsubishi,Galant,mechanical,silver,310000,1993,gasoline,2,sedan,1400
8464,Mitsubishi,Pajero,automatic,black,275000,2007,gasoline,3.8,suv,11000
8465,Mitsubishi,Space Wagon,mechanical,other,378000,1996,diesel,2,minivan,2000
8477,Mitsubishi,Galant,mechanical,silver,320000,1995,gasoline,2,sedan,999
8481,Mitsubishi,Carisma,mechanical,blue,343000,1998,gasoline,1.6,hatchback,1650
8482,Mitsubishi,L200,mechanical,grey,64000,2015,diesel,2.5,suv,19500
8484,Mitsubishi,Carisma,mechanical,blue,470000,1997,diesel,1.9,hatchback,1500
8487,Mitsubishi,Mirage,automatic,white,384000,2000,gasoline,1.8,sedan,1600
8491,Mitsubishi,Colt,mechanical,silver,290000,2005,diesel,1.5,hatchback,3700
8492,Mitsubishi,Lancer,mechanical,other,153000,2007,gasoline,1.5,sedan,5500
8493,Mitsubishi,Space Runner,mechanical,yellow,297555,1996,gasoline,1.8,minivan,1050
8494,Mitsubishi,Outlander,automatic,silver,165000,2010,gasoline,2,suv,10990
8495,Mitsubishi,Pajero,automatic,silver,389000,2003,diesel,3.2,suv,9900
8500,Mitsubishi,Outlander,automatic,other,69000,2009,gasoline,2.4,suv,12100
8501,Mitsubishi,Space Star,mechanical,silver,250000,1999,gasoline,1.3,hatchback,2150
8502,Mitsubishi,Galant,mechanical,green,400000,1997,gasoline,2,sedan,2150
8506,Mitsubishi,Galant,automatic,grey,397000,1998,gasoline,2.5,sedan,3000
8507,Mitsubishi,Lancer,automatic,black,212433,2010,gasoline,2,sedan,7750
8511,Mitsubishi,Outlander,automatic,silver,164,2012,gasoline,2,suv,12300
8512,Mitsubishi,Colt,mechanical,violet,400000,1991,gasoline,1.3,coupe,474.25
8518,Mitsubishi,RVR,automatic,white,176000,2010,gasoline,2,universal,9500
8521,Mitsubishi,Pajero,automatic,white,140000,1999,gasoline,1.8,suv,6900
8526,Mitsubishi,Montero,automatic,green,180000,2000,gasoline,3,suv,4700
8528,Mitsubishi,Carisma,mechanical,other,500000,1999,diesel,1.9,hatchback,1422.74
8529,Mitsubishi,Galant,mechanical,silver,392000,1997,gasoline,2,universal,1600
8530,Mitsubishi,Colt,mechanical,white,123456,1992,gasoline,1.6,hatchback,350
8531,Mitsubishi,Galant,mechanical,silver,328099,1997,gasoline,2.5,sedan,2800
8532,Mitsubishi,Pajero,mechanical,silver,170000,1993,gasoline,3,suv,3500
8533,Mitsubishi,Outlander,automatic,silver,272000,2003,gasoline,2.4,suv,5000
8534,Mitsubishi,Galant,automatic,grey,260000,2003,gasoline,2.4,sedan,3700
8535,Mitsubishi,Colt,mechanical,red,300000,1996,gasoline,1.3,hatchback,1500
8542,Mitsubishi,ASX,mechanical,red,13300,2018,gasoline,1.6,suv,17800
8571,Mitsubishi,Montero,automatic,silver,193121,2004,gasoline,3.8,suv,9000
8574,Mitsubishi,Galant,mechanical,blue,394000,1997,gasoline,2,sedan,1300
8575,Mitsubishi,Galant,automatic,white,402336,1999,gasoline,2.4,sedan,1800
8577,Mitsubishi,Galant,mechanical,green,400000,2000,diesel,2,sedan,1500
8578,Mitsubishi,Lancer,mechanical,silver,323417,1993,gasoline,1.3,sedan,800
8580,Mitsubishi,Pajero,automatic,black,211111,2007,gasoline,3.8,suv,10900
8581,Mitsubishi,Colt,automatic,black,94000,2006,diesel,1.5,hatchback,4900
8582,Mitsubishi,Galant,automatic,green,381415,1996,gasoline,2,sedan,2250
8587,Mitsubishi,Galant,mechanical,silver,400000,1993,gasoline,1.8,sedan,1300
8588,Mitsubishi,Outlander,mechanical,silver,250000,2003,gasoline,2,suv,5000
8591,Mitsubishi,Galant,automatic,green,480000,1997,gasoline,2,universal,2200
8593,Mitsubishi,Lancer,automatic,black,120000,2011,gasoline,1.5,sedan,7700
8596,Mitsubishi,Lancer,automatic,white,118892,2007,gasoline,2,sedan,6700
8600,Mitsubishi,Galant,mechanical,green,372700,1997,gasoline,2,sedan,2200
8601,Mitsubishi,Lancer,automatic,brown,257495,2009,gasoline,2.4,sedan,6300
8604,Mitsubishi,Carisma,mechanical,red,350000,1998,gasoline,1.8,hatchback,950
8605,Mitsubishi,Pajero,automatic,black,267000,2010,diesel,3.2,suv,19500
8607,Mitsubishi,Grandis,automatic,silver,298000,2008,gasoline,2.4,minivan,9400
8609,Mitsubishi,Pajero Sport,mechanical,black,120000,2014,diesel,2.5,suv,18500
8610,Mitsubishi,Galant,mechanical,other,440000,1994,gasoline,2,sedan,700
8611,Mitsubishi,Pajero,automatic,blue,35000,1997,diesel,2.8,suv,4800
8614,Mitsubishi,Colt,mechanical,white,400000,1993,gasoline,1.6,hatchback,950
8617,Mitsubishi,Outlander,mechanical,black,227000,2004,gasoline,2,suv,5600
8620,Mitsubishi,Space Wagon,mechanical,white,350000,1992,gasoline,2,minivan,1000
8622,Mitsubishi,Space Star,mechanical,red,220000,2003,gasoline,1.6,minivan,2750
8623,Mitsubishi,Outlander,automatic,black,179500,2010,gasoline,2.4,suv,9933
8626,Mitsubishi,L200,automatic,silver,112656,2014,diesel,2.5,pickup,23833
8632,Mitsubishi,Pajero,automatic,black,285000,2008,gasoline,3,suv,12133
8633,Mitsubishi,Outlander,automatic,black,321869,2005,gasoline,2.4,suv,6650
8636,Mitsubishi,Space Star,mechanical,white,300000,1999,gasoline,1.3,minivan,2500
8638,Mitsubishi,Lancer Evolution,mechanical,grey,103000,2006,gasoline,2,sedan,17850
8640,Mitsubishi,Pajero,automatic,black,446000,2004,diesel,3.2,suv,8995
8641,Mitsubishi,Lancer,mechanical,black,153000,2013,gasoline,1.6,sedan,10833
8643,Mitsubishi,Lancer,mechanical,red,178637,2005,gasoline,2,sedan,4700
8644,Mitsubishi,Montero,automatic,other,293383,1999,gasoline,3,suv,4300
8645,Mitsubishi,Outlander,automatic,silver,225308,2003,gasoline,2.4,suv,5500
8650,Mitsubishi,Galant,mechanical,blue,400000,1997,gasoline,2,sedan,2150
8656,Mitsubishi,Colt,mechanical,green,208000,1998,gasoline,1.3,hatchback,1650
8665,Mitsubishi,Space Gear,mechanical,silver,300000,1995,gasoline,2,minivan,2200
8666,Mitsubishi,Lancer,mechanical,other,137000,2008,gasoline,1.8,sedan,6307.5
8667,Mitsubishi,ASX,automatic,grey,102000,2013,gasoline,1.8,suv,12700
8670,Mitsubishi,Eclipse,automatic,green,275000,2001,gasoline,2.4,coupe,3000
8677,Mitsubishi,Carisma,mechanical,blue,360000,1997,gasoline,1.8,hatchback,1700
8684,Mitsubishi,Pajero,automatic,grey,263000,2002,gasoline,3.5,suv,7500
8685,Mitsubishi,Outlander,mechanical,silver,400000,2005,gasoline,2,suv,4990
8690,Mitsubishi,Pajero,automatic,other,280000,2007,diesel,3.2,suv,12650
8695,Mitsubishi,Outlander,automatic,silver,215000,2003,gasoline,2.4,suv,4800
8711,Mitsubishi,Lancer,mechanical,red,130000,2014,gasoline,1.6,sedan,8700
8712,Mitsubishi,Lancer,automatic,black,156000,2008,gasoline,1.5,sedan,6550
8713,Mitsubishi,Galant,automatic,red,257495,1999,gasoline,2.4,sedan,1200
8714,Mitsubishi,Space Wagon,mechanical,violet,224000,1998,gasoline,2.4,minivan,3800
8718,Mitsubishi,Carisma,mechanical,blue,280000,1996,gasoline,1.6,hatchback,950
8720,Mitsubishi,Carisma,mechanical,red,366000,1998,gasoline,1.6,sedan,1900
8724,Mitsubishi,Outlander,automatic,white,90000,2013,gasoline,2,suv,14950
8727,Mitsubishi,Space Wagon,mechanical,green,356430,1996,gasoline,2,minivan,2964.05
8730,Mitsubishi,Pajero,automatic,silver,155000,2007,gasoline,3.8,suv,11500
8738,Mitsubishi,Space Star,mechanical,green,200000,1999,gasoline,1.3,minivan,2600
8743,Mitsubishi,Grandis,automatic,grey,400000,2004,gasoline,2.4,minivan,7000
8748,Mitsubishi,Lancer,mechanical,red,218000,1998,gasoline,1.6,universal,1900
8753,Mitsubishi,Carisma,mechanical,silver,410000,1999,gasoline,1.6,hatchback,1000
8754,Mitsubishi,Galant,automatic,blue,300000,1998,gasoline,2.5,sedan,2000
8755,Mitsubishi,ASX,mechanical,white,118835,2010,gasoline,1.6,suv,9400
8765,Mitsubishi,Lancer,automatic,silver,220000,2003,gasoline,1.6,sedan,4450
8771,Mitsubishi,Outlander,automatic,white,233355,2003,gasoline,2.4,suv,5200
8772,Mitsubishi,Space Star,mechanical,silver,425000,2002,diesel,1.9,hatchback,3100
8773,Mitsubishi,Outlander,automatic,blue,217400,2008,gasoline,2.4,suv,9350
8774,Mitsubishi,Colt,mechanical,grey,110000,2010,gasoline,1.3,hatchback,5750
8778,Mitsubishi,Space Wagon,mechanical,blue,300000,1994,diesel,2,minivan,1500
8781,Mitsubishi,Galant,mechanical,blue,316000,1994,gasoline,1.8,sedan,1350
8782,Mitsubishi,Lancer,automatic,black,235000,2008,gasoline,1.6,sedan,4700
8783,Mitsubishi,Space Wagon,mechanical,red,335000,1996,gasoline,2,minivan,1000
8784,Mitsubishi,Colt,mechanical,yellow,175000,1998,gasoline,1.3,hatchback,948.5
8795,Mitsubishi,Space Wagon,mechanical,green,350000,1996,gasoline,2,minivan,3005.79
8796,Mitsubishi,Galant,mechanical,white,456000,1988,gasoline,1.8,sedan,150
8798,Mitsubishi,Lancer,mechanical,blue,300000,1996,gasoline,1.5,sedan,1050
8799,Mitsubishi,Carisma,mechanical,blue,212000,1996,gasoline,1.8,hatchback,1300
8800,Mitsubishi,Outlander,automatic,silver,202000,2006,gasoline,2.4,suv,6500
8804,Mitsubishi,Lancer,mechanical,silver,2000,2005,gasoline,1.3,sedan,2400
8807,Mitsubishi,Lancer,automatic,black,200000,2005,gasoline,2,sedan,3500
8808,Mitsubishi,Lancer,automatic,silver,188000,2008,gasoline,1.5,sedan,6500
8809,Mitsubishi,Lancer,mechanical,white,101000,2011,gasoline,1.5,sedan,7445.7
8810,Mitsubishi,Colt,mechanical,silver,234000,1995,gasoline,1.3,hatchback,1000
8813,Mitsubishi,Carisma,mechanical,blue,300000,1998,diesel,1.9,hatchback,2000
8814,Mitsubishi,Lancer,mechanical,grey,176000,2008,gasoline,1.8,hatchback,6000
8815,Mitsubishi,Pajero,mechanical,black,200000,1989,diesel,2.5,suv,2700
8827,Mitsubishi,Lancer,automatic,other,289682,2002,gasoline,2,sedan,3000
8830,Mitsubishi,Colt,mechanical,blue,400000,1996,gasoline,1.3,hatchback,1000
8831,Mitsubishi,Lancer,automatic,black,190000,2008,gasoline,1.8,sedan,5900
8832,Mitsubishi,Space Gear,mechanical,green,220000,1997,diesel,2.5,minibus,3500
8833,Mitsubishi,ASX,automatic,white,165000,2013,gasoline,1.8,suv,12500
8835,Mitsubishi,Carisma,mechanical,silver,300000,1997,gasoline,1.6,hatchback,1750
8836,Mitsubishi,Lancer,mechanical,blue,187000,2006,gasoline,1.6,sedan,4500
8838,Mitsubishi,Pajero,automatic,black,320000,2007,gasoline,3.8,suv,9900
8840,Mitsubishi,Pajero Sport,automatic,black,27000,2015,gasoline,3,suv,23456
8844,Mitsubishi,Carisma,mechanical,blue,390000,1999,gasoline,1.6,hatchback,1790
8848,Mitsubishi,Lancer,mechanical,blue,286112,1995,gasoline,1.6,sedan,1050
8860,Mitsubishi,Galant,mechanical,silver,300000,1996,gasoline,1.8,hatchback,592.8
8861,Mitsubishi,Galant,mechanical,silver,111111,1996,gasoline,2,liftback,1400
8864,Mitsubishi,Carisma,mechanical,blue,383000,2000,gasoline,1.6,hatchback,2200
8865,Mitsubishi,Space Wagon,mechanical,red,400000,1987,gasoline,1.8,minivan,650
8866,Mitsubishi,ASX,mechanical,black,80000,2011,gasoline,1.6,suv,10500
8869,Mitsubishi,Lancer,mechanical,other,400000,1992,gasoline,1.5,hatchback,600
8870,Mitsubishi,Eclipse,mechanical,silver,230000,2002,gasoline,2.4,coupe,3500
8873,Mitsubishi,Montero,automatic,silver,382803,2000,gasoline,3,suv,4200
8874,Mitsubishi,Pajero,automatic,black,93000,2008,diesel,3.2,suv,16500
8875,Mitsubishi,Lancer,automatic,silver,270000,2008,gasoline,1.8,sedan,6500
8879,Mitsubishi,Carisma,mechanical,silver,300000,1997,diesel,1.9,sedan,1000
8880,Mitsubishi,Pajero Pinin,automatic,black,279000,2002,gasoline,2,suv,5450
8894,Mitsubishi,Outlander,automatic,black,258000,2009,gasoline,2.4,suv,10000
8905,Mitsubishi,Colt,mechanical,blue,241000,1986,diesel,1.8,hatchback,1185.61
8906,Mitsubishi,Lancer,mechanical,blue,460000,1996,gasoline,1.3,sedan,474.25
8907,Mitsubishi,Carisma,mechanical,silver,350000,1997,diesel,1.9,hatchback,1400
8908,Mitsubishi,Galant,automatic,grey,346009,2003,gasoline,2.4,sedan,2634.45
8910,Mitsubishi,Galant,automatic,white,255886,2001,gasoline,2.4,sedan,3000
8911,Mitsubishi,Galant,mechanical,green,388652,1993,diesel,2,hatchback,500
8912,Mitsubishi,Carisma,mechanical,silver,300000,1996,gasoline,1.6,hatchback,1600
8914,Mitsubishi,Grandis,mechanical,silver,260000,2006,diesel,2,minivan,8300
8915,Mitsubishi,Pajero,automatic,white,250000,1999,gasoline,1.8,suv,3200
8916,Mitsubishi,Outlander,automatic,silver,83750,2014,gasoline,2,suv,18500
8917,Mitsubishi,Space Wagon,mechanical,black,350000,2001,gasoline,2.4,universal,3082.61
8918,Mitsubishi,Outlander,automatic,black,285100,2003,gasoline,2.4,suv,5500
8919,Mitsubishi,Lancer,automatic,red,350000,2004,gasoline,1.6,sedan,2550
8920,Mitsubishi,Outlander,mechanical,white,220000,2008,diesel,2,suv,9999
8921,Mitsubishi,Pajero,mechanical,other,230000,1995,diesel,2.8,suv,5000
8928,Mitsubishi,Carisma,mechanical,red,333333,1998,gasoline,1.8,sedan,1350
8933,Mitsubishi,Colt,mechanical,other,201000,1996,gasoline,1.3,hatchback,1250
8934,Mitsubishi,ASX,automatic,silver,179000,2010,gasoline,1.8,suv,10300
8937,Mitsubishi,Montero,automatic,red,248000,2001,gasoline,3.5,suv,6900
8938,Mitsubishi,L200,mechanical,black,250000,2007,diesel,2.5,pickup,11000
8939,Mitsubishi,Lancer,mechanical,white,363189,1990,gasoline,1.3,sedan,1300
8943,Mitsubishi,Lancer,automatic,red,213000,2007,gasoline,2,sedan,5800
8946,Mitsubishi,Lancer,automatic,silver,140000,2008,gasoline,1.5,sedan,5200
8947,Mitsubishi,Carisma,mechanical,violet,250000,2000,diesel,1.9,hatchback,1900
8948,Mitsubishi,Outlander,automatic,black,162000,2010,gasoline,2,suv,7990
8949,Mitsubishi,Lancer Evolution,mechanical,white,214000,2003,gasoline,2,sedan,11500
8950,Mitsubishi,Eclipse,mechanical,black,5000,2000,gasoline,2.4,coupe,3319.74
8951,Mitsubishi,Grandis,mechanical,black,280000,2006,diesel,2,minivan,8400
8952,Mitsubishi,Space Star,mechanical,green,297000,1999,gasoline,1.3,universal,2700
8954,Mitsubishi,Galant,mechanical,grey,250000,1993,gasoline,2,hatchback,1400
8955,Mitsubishi,Galant,mechanical,red,300000,1995,gasoline,1.8,hatchback,300
8957,Mitsubishi,Lancer,mechanical,brown,315000,1991,gasoline,1.5,sedan,300
8958,Mitsubishi,Lancer,mechanical,black,199,1994,gasoline,1.6,sedan,700
8959,Mitsubishi,Pajero Sport,mechanical,silver,265000,2005,diesel,2.5,suv,8000
8961,Mitsubishi,Pajero,automatic,black,95000,2011,gasoline,3.5,suv,15500
8964,Mitsubishi,Galant,mechanical,red,360000,1993,gasoline,1.8,hatchback,1150
8965,Mitsubishi,Colt,mechanical,orange,340000,1998,gasoline,1.3,hatchback,1150
8966,Mitsubishi,ASX,mechanical,silver,185000,2011,gasoline,1.6,suv,10000
8967,Mitsubishi,Lancer,automatic,black,186090,2002,gasoline,2,sedan,3250
8968,Mitsubishi,Carisma,mechanical,blue,260000,1995,gasoline,1.8,hatchback,1100
8969,Mitsubishi,Galant,automatic,silver,321869,2002,gasoline,2.4,sedan,2100
8970,Mitsubishi,Carisma,mechanical,silver,331100,1998,gasoline,1.8,hatchback,1200
8972,Mitsubishi,ASX,automatic,grey,76000,2015,gasoline,1.8,suv,14700
8973,Mitsubishi,Space Runner,mechanical,blue,150000,1997,gasoline,1.8,hatchback,1050
8974,Mitsubishi,Carisma,mechanical,silver,288877,1998,diesel,1.9,hatchback,1000
8977,Mitsubishi,Carisma,mechanical,blue,400000,2000,diesel,1.9,hatchback,1600
8978,Mitsubishi,Pajero,automatic,silver,247000,2002,diesel,3.2,suv,8000
8979,Mitsubishi,Pajero,automatic,silver,287000,2002,diesel,3.2,suv,8000
8981,Mitsubishi,Galant,mechanical,green,1000000,1995,gasoline,1.8,hatchback,900
8982,Mitsubishi,Galant,mechanical,green,420000,1998,diesel,2,universal,2500
8983,Mitsubishi,L200,automatic,grey,200000,2008,diesel,2.5,pickup,8900
8984,Mitsubishi,Pajero,automatic,blue,370000,2002,diesel,3.2,suv,7150
8985,Mitsubishi,Carisma,mechanical,black,240000,2001,gasoline,1.6,hatchback,3200
8987,Mitsubishi,Outlander,automatic,silver,159325,2005,gasoline,2.4,suv,6450
8989,Mitsubishi,Sigma,mechanical,brown,500000,1994,gasoline,3,universal,1550
8998,Mitsubishi,Pajero Sport,automatic,black,200000,1997,gasoline,3,suv,3000
9004,Mitsubishi,Space Star,mechanical,red,530000,2001,diesel,1.9,hatchback,2000
9005,Mitsubishi,Space Star,mechanical,other,230000,2003,gasoline,1.3,hatchback,3199
9008,Mitsubishi,Galant,mechanical,grey,300000,1990,gasoline,1.8,sedan,1000
9010,Mitsubishi,Galant,mechanical,red,200000,1998,diesel,2,universal,1600
9018,Mitsubishi,ASX,automatic,silver,223699,2011,gasoline,2,suv,9150
25746,Mitsubishi,Galant,mechanical,white,360000,1998,diesel,2,sedan,2000
25750,Mitsubishi,Space Wagon,mechanical,other,333000,1996,gasoline,2,universal,500
25752,Mitsubishi,Pajero,automatic,black,45000,2014,gasoline,3,suv,29900
25753,Mitsubishi,Colt,mechanical,red,192500,1994,gasoline,1.3,hatchback,1050
25757,Mitsubishi,Outlander,automatic,white,195000,2013,gasoline,2.4,suv,12500
25769,Mitsubishi,Galant,automatic,silver,180000,2000,gasoline,2.4,sedan,2650
25771,Mitsubishi,ASX,automatic,black,127291,2012,gasoline,2,suv,10500
25773,Mitsubishi,Lancer,automatic,black,245124,2009,gasoline,2,hatchback,12400
25782,Mitsubishi,ASX,mechanical,blue,243241,2013,gasoline,1.6,suv,10499
25788,Mitsubishi,Lancer,mechanical,other,139154,2004,gasoline,1.6,sedan,2700
25795,Mitsubishi,Outlander,automatic,black,274601,2010,gasoline,2.4,suv,10600
25797,Mitsubishi,Lancer,mechanical,silver,195026,2007,gasoline,1.6,sedan,4499
25805,Mitsubishi,Outlander,automatic,white,95000,2015,gasoline,2.4,suv,21999
25825,Mitsubishi,Space Star,mechanical,silver,220000,2002,diesel,1.9,hatchback,2608.37
25826,Mitsubishi,Outlander,automatic,white,240000,2007,gasoline,3,suv,9150
25827,Mitsubishi,L200,mechanical,silver,290000,2008,diesel,2.5,pickup,11000
25833,Mitsubishi,Galant,automatic,other,418429,1999,gasoline,2.4,sedan,2000
25834,Mitsubishi,Eclipse,automatic,black,101000,2002,gasoline,2.4,coupe,5000
25841,Mitsubishi,Galant,mechanical,grey,238800,1993,diesel,2,sedan,900
25850,Mitsubishi,Lancer Evolution,mechanical,blue,100000,1996,gasoline,2,coupe,3500
25855,Mitsubishi,Pajero,automatic,black,142300,2011,gasoline,3.5,suv,20999
25856,Mitsubishi,L400,mechanical,white,383000,2000,diesel,2.5,minibus,3200
25865,Mitsubishi,Carisma,automatic,blue,360000,2000,gasoline,1.8,hatchback,2500
25870,Mitsubishi,ASX,automatic,red,122000,2013,gasoline,2,suv,13500
25886,Mitsubishi,Lancer,mechanical,white,1000,2001,gasoline,2,sedan,8500
25887,Mitsubishi,ASX,mechanical,grey,131000,2012,gasoline,1.6,suv,11600
25898,Mitsubishi,L300,mechanical,other,300000,1991,diesel,2.5,minivan,800
25905,Mitsubishi,Lancer,mechanical,grey,85000,2008,gasoline,1.5,sedan,7000
25906,Mitsubishi,Pajero,automatic,green,350000,2002,diesel,3.2,suv,8500
25923,Mitsubishi,Outlander,automatic,grey,190000,2007,gasoline,3,suv,7900
25927,Mitsubishi,Colt,mechanical,red,300000,1993,gasoline,1.3,hatchback,850
25937,Mitsubishi,Galant,automatic,silver,243011,2005,gasoline,2.4,sedan,5000
25940,Mitsubishi,Galant,mechanical,red,300000,1993,gasoline,1.8,sedan,1450
25946,Mitsubishi,Pajero,automatic,green,300000,2000,gasoline,3.5,suv,7700
25947,Mitsubishi,Pajero,automatic,green,300000,2000,gasoline,3.5,suv,7700
25952,Mitsubishi,Pajero,automatic,brown,250000,2007,diesel,3.2,suv,13900
25959,Mitsubishi,Lancer,mechanical,grey,240000,1988,gasoline,1.5,sedan,1500
25962,Mitsubishi,Space Star,mechanical,red,140000,2003,gasoline,1.6,minivan,3400
25963,Mitsubishi,Colt,mechanical,silver,213000,2007,gasoline,1.1,hatchback,3600
25996,Mitsubishi,Grandis,automatic,blue,300000,2007,gasoline,2.4,minivan,5900
25999,Mitsubishi,Colt,mechanical,black,150000,2007,gasoline,1.1,universal,3900
26002,Mitsubishi,Colt,mechanical,silver,320000,1998,gasoline,1.6,hatchback,1350
26003,Mitsubishi,Lancer,automatic,red,221000,2008,gasoline,1.8,sedan,7800
26038,Mitsubishi,Outlander,automatic,grey,250000,2008,gasoline,2.4,suv,8500
26048,Mitsubishi,Pajero,mechanical,green,400000,1999,gasoline,3,suv,4500
26052,Mitsubishi,Space Star,mechanical,grey,250000,2003,gasoline,1.6,minivan,3200
26059,Mitsubishi,Space Wagon,mechanical,blue,235590,1994,gasoline,2,minivan,1500
26073,Mitsubishi,Outlander,automatic,silver,84053,2014,gasoline,2.4,suv,17500
26078,Mitsubishi,Galant,automatic,grey,341181,2003,gasoline,2.4,sedan,4500
26082,Mitsubishi,Lancer,mechanical,silver,245750,2004,gasoline,2,universal,5200
26084,Mitsubishi,Lancer,automatic,silver,240000,2001,gasoline,2,sedan,2608.37
26085,Mitsubishi,Galant,automatic,black,270389,2000,gasoline,2.4,sedan,2590
26095,Mitsubishi,Outlander,automatic,white,354056,2004,gasoline,2.4,suv,4850
26116,Mitsubishi,Eclipse,mechanical,grey,250000,2001,gasoline,3,hatchback,4000
26122,Mitsubishi,Colt,mechanical,other,97900,2009,gasoline,1.3,hatchback,6700
26124,Mitsubishi,Outlander,automatic,white,89000,2013,gasoline,2,suv,15450
26131,Mitsubishi,Colt,mechanical,white,301780,1991,gasoline,1.3,hatchback,650
26133,Mitsubishi,ASX,automatic,black,80000,2013,gasoline,1.8,suv,14050
26142,Mitsubishi,Space Star,mechanical,silver,294000,1999,gasoline,1.3,hatchback,2850
26147,Mitsubishi,Lancer,automatic,grey,210000,2002,gasoline,1.6,sedan,2850
26150,Mitsubishi,Space Star,mechanical,green,310000,1998,gasoline,1.3,minivan,2850
26151,Mitsubishi,Galant,mechanical,other,350000,1992,gasoline,1.8,hatchback,750
26152,Mitsubishi,ASX,automatic,black,108000,2014,gasoline,1.8,suv,12500
26158,Mitsubishi,Pajero,automatic,silver,300000,2001,gasoline,3.5,suv,6000
26159,Mitsubishi,Colt,mechanical,black,386021,1992,gasoline,1.3,hatchback,600
26169,Mitsubishi,Space Wagon,mechanical,green,420000,1996,diesel,2.5,minivan,990
26171,Mitsubishi,Lancer,automatic,silver,203683,2006,gasoline,1.6,sedan,3750
26172,Mitsubishi,Lancer,mechanical,red,218000,2008,gasoline,1.6,sedan,3698
26176,Mitsubishi,Lancer,mechanical,other,213000,2006,gasoline,1.3,sedan,3000
26183,Mitsubishi,Galant,automatic,grey,180964,2002,gasoline,2.4,sedan,3700
26184,Mitsubishi,Pajero,mechanical,red,250000,1993,diesel,2.5,suv,4500
26195,Mitsubishi,Outlander,mechanical,black,300000,2007,diesel,2,suv,11000
